Frame Time, x, y
40.749,-1,-1
40.791,-1,-1
40.832,-1,-1
40.874,-1,-1
40.916,-1,-1
40.958,-1,-1
40.999,-1,-1
41.041,-1,-1
41.083,-1,-1
41.124,-1,-1
41.166,-1,-1
41.208,-1,-1
41.250,-1,-1
41.291,-1,-1
41.333,-1,-1
41.375,-1,-1
41.416,-1,-1
41.458,-1,-1
41.500,-1,-1
41.542,-1,-1
41.583,-1,-1
41.625,-1,-1
41.667,-1,-1
41.708,-1,-1
41.750,-1,-1
41.792,-1,-1
41.833,-1,-1
41.875,-1,-1
41.917,-1,-1
41.959,-1,-1
42.000,-1,-1
42.042,-1,-1
42.084,-1,-1
42.125,-1,-1
42.167,-1,-1
42.209,-1,-1
42.251,-1,-1
42.292,-1,-1
42.334,-1,-1
42.376,-1,-1
42.417,-1,-1
42.459,-1,-1
42.501,-1,-1
42.543,-1,-1
42.584,-1,-1
42.626,-1,-1
42.668,-1,-1
42.709,-1,-1
42.751,-1,-1
42.793,-1,-1
42.834,-1,-1
42.876,-1,-1
42.918,-1,-1
42.960,-1,-1
43.001,-1,-1
43.043,-1,-1
43.085,-1,-1
43.126,-1,-1
43.168,-1,-1
43.210,-1,-1
43.252,-1,-1
43.293,-1,-1
43.335,-1,-1
43.377,-1,-1
43.418,-1,-1
43.460,-1,-1
43.502,-1,-1
43.543,-1,-1
43.585,-1,-1
43.627,-1,-1
43.669,-1,-1
43.710,-1,-1
43.752,-1,-1
43.794,-1,-1
43.835,-1,-1
43.877,-1,-1
43.919,-1,-1
43.961,-1,-1
44.002,-1,-1
44.044,-1,-1
44.086,-1,-1
44.127,-1,-1
44.169,-1,-1
44.211,-1,-1
44.253,-1,-1
44.294,-1,-1
44.336,-1,-1
44.378,-1,-1
44.419,-1,-1
44.461,-1,-1
44.503,-1,-1
44.545,-1,-1
44.586,-1,-1
44.628,-1,-1
44.670,-1,-1
44.711,-1,-1
44.753,-1,-1
44.795,-1,-1
44.836,-1,-1
44.878,-1,-1
44.920,-1,-1
